crh_Latn,eng
Arman aynıñ 16 rus makemesi Aluşta “Hizb ut-Tahrir davanıñ” iştiraqçilarına üküm çıqaracaq,The Russian court will announce the verdict to the participants of the Alushta Hizb ut-Tahrir case
Rus makemesi qanunsız toqtatılğan Zekerya Muratovnıñ  öñleyci tedbirini noyabrnin 17 devamladı - advokat,"A Russian court extended the pre-trial detention of illegally convicted Muratov until November 17, lawyer says"
Qırım platforma sammitine 42 ülke iştiraq etmege razılıq berdiler - Küleba,"Forty-two countries have already agreed to take part in the Crimean Platform summit, Kuleba says"
40 dane ülkeler ve halqara teşkilâtlar qoşulğan Qırım platformanıñ resmiy saytı çalışmağa başladı - Küleba,"The official website of the Crimean platform has started working. Forty countries and international organizations have already joined the platform, Kuleba says"
Lehistan prezidenti Duda Qırım platforma sammitine birinci kere iştiraq etecek,Polish President Duda will take part in the Crimean Platform summit
Zelenskiy Ukrainanıñ  avropalı-atlantik integratsiya suallerden komunnikatsiya Strategiyanı 2025 senesice qabul etti. Ekspert vesiqanıñ maqsadını añlattırdı  ,Zelensky implements the Communication Strategy for Ukraine's Euro-Atlantic integration
HCM işğal etilgen Qırımdaki medeniy mirasnıñ yoq etüvi aqqında haber yollanğan - Venediktova,Reports of crimes against cultural heritage in occupied Crimea have been sent to the ICC- Venediktova
Ukrain faalnı qanunsız memuriy mesülietke çekken sabiq makemecige qarşı qabaatluv vesiqa çıqtı,"An indictment against an ex-judge, who illegally brought a Ukrainian activist to administrative responsibility, was sent to court"
İşğal etilgen Qırımda makeme oturuş devamında “kasuzlıqta” qabaatlanğan Şiring ukrain mabusıne “acele tibiy yardımını” çağırttılar,"In occupied Crimea, an ambulance was called for a person accused of espionage during a court hearing"
İşğalciler “Qırım Platformanıñ” iştiraqçilarnı neticeler aqqında tenbiyelediler,The occupiers warned the participants of the Crimean Platform about the consequences
İşğal etilgen Qırımda oraq aynıñ devamında 9 apisler ve eki dane tintüv qayd etildi - uquq qorucilar,Nine arrests and two searches were recorded in occupied Crimea in July - human rights activists
"Ukraina ortaqlarına Qırım platformanıñ esas, daima areket etken saalarda başlıq etmege teklif  ete - Küleba","Ukraine invites partners to become leaders in key, ongoing areas of the Crimean Platform - Kuleba"
Papaznı UPK azalığı sebebinden zulum eteler - Kliment Qırımda keçirilgen ayınınıñ bozuvı aqqında,The priest is harassed because he is within the OCU - Clement comments on the disruption of worship in Crimea
Turkiyede QHA malümat agentliknin turk bölügnin müdirinnen Aydın Taşnen sağlıqlaştılar,"In Turkey, they said goodbye to the director of the Turkish office of QHA Aydin Tas"
"Ukraina integratsiya nazirligi Rusiyede bulunğan siyasiy mabuslernıñ qorantalarına 1,7 grivna para ödemesini berdi",The Ministry of Reintegration of Ukraine paid 1.7 million hryvnias to the families of political prisoners held in Russia
İşğal etilgen Aqyar şeyernıñ makemesi “Egova şaatlar” diniy cemiyetnıñ bölüknıñ açmasına qabaatlanğan adamnıñ ükümini denişmesiz qaldırdı,"The ""court"" in occupied Sevastopol upheld the sentence of the accused in the organization of the ""Jehovah's Witnesses"" cell"
Daa bir dane avropalı devleti Qırım platforma sammitine öz iştirağını tasdıqladı - Küleba,Another European country has agreed to participate in the Crimean Platform summit - Kuleba
UDK dünya cemiyetini işğal etilgen Qırımda olğan qaba insan aqlar bozuvına diqqat etmege çağırta,The UWC calls on the world to pay attention to the blatant human rights violations in occupied Crimea
İşğal etilgen Qırımda daa bir ğayıp olğan qırımtatar oğlannı Osman Aciosmanovnı ölü taptılar,"Another missing Crimean Tatar, Osman Adzhiosmanov, was found dead in occupied Crimea"
"Servet Gaziyev siyasiy mabusnıñ alı mikroinsulttan soñ yahşı olmadı, betnıñ sağ tarafı qıyışıp qaldı",The health condition of political prisoner Servet Gaziev has not improved
İşğal etilgen Qırımda ve Abhaziyada Rusiye miqyas arbiy oquşlarını başladı,Russia launches large-scale military exercises in occupied Crimea and Abkhazia
"Ankrada, arman aynıñ 8 QHA müdiri, jurnalist Aydın Taş öldı","The Director of the Turkish office of QHA, journalist Aydin Tash, was found dead"
UA:Qırım hususiy leyhası: Tamır halqlar künü Suspilne teleradiokompaniyanıñ episi regional telekanalları yayınlacaqlar,UA: CRIMEA will be broadcast by all regional TV channels of Suspilne for the Day of Indigenous Peoples
Arman aynıñ 9 Halqara tamır halqlar künü qayd etile,International Day of the World's Indigenous People
Qırım platformasınıñ sammitinde Avstriyanı TİN başı taqdim etecek ,Austria will be represented by the Foreign Minister at the Crimean Platform summit
Qırımda işğal quvetçileri UPK ibadethanesindeki ayinini bozdılar - Şçekun,"In the Crimea, the occupying security forces disrupted services in the church of the PCU - Shchekun"
Ukrainada AQŞ işlerinde mesleatçısı: RF’nı mesülietke çekmek içün daa çoq şeyni yapmaq kerek ,Chargé d'Affaires of the United States in Ukraine: more needs to be done to bring Russia to justice
TİN’de Qırımnıñ “suv blokadası” sebebinden işğalcılarnıñ ilân etilgen davalarına cevap berdiler,"The Foreign Ministry responded to the announced lawsuits of the occupiers over the ""water blockade"" of Crimea"
"Ukraina, Qırım platformasına qarşı RF’nıñ qızıştıruvlarına azırlana ",
Qırımda ve Aqyarda işğalcılar koronavirusnıñ 593 yañı vaqianı qayd ettiler,"In the Autonomous Republic of Crimea and Sevastopol, the occupiers recorded 593 new cases of COVID-19"
"Qırımnıñ deokupatsiyası, Zelenskiy ve Bayden prezidentlerniñ körüşüv mevzularından biri olacaq - Ceppar",The deoccupation of Crimea will be one of the topics of the meeting between Presidents Zelensky and Biden - Dzheppar
İşğal etilgen Qırımda ğayıp olğan Ayder Cemaledinovnı ölgen alda taptılar,"Ayder Dzhemalyadinov, who disappeared in the occupied Crimea, was found dead"
İşğal etilgen Qırımdaki “Tavrida” yolunda rusiye arbiyleriniñ naqliyat iştirağı ile kütleviy yol qazası olıp keçken,"On the route ""Tavrida"" in the occupied Crimea there was a mass road accident with the participation of transport of the Russian military"
İşğal etilgen Aqmescitniñ yanında Qırım platformasına destek olaraq yazıları peyda olğan,Inscriptions in support of the Crimean platform appeared near occupied Simferopol
Kiyevde Qırım platformasındaki ekspert ağnıñ tayin etici forumı keçe. Belli olğanı ,The founding forum of the Crimean Platform Expert Network is taking place in Kyiv. What is known
"UTH, işğal etilgen Qırımda rusiye arbiylerniñ tedaviylemesi ile para qazanğan suiqastçılarnı tapqan ",SSU exposed malefactors who earned on treatment of the Russian military in the occupied Crimea
"Uquq qoruyıcılar, İlver Ametovnıñ ükümine dair işğalcılarnıñ qanunsız qararına istinaf etecekler ",Human rights activists will appeal against the illegal decision of the occupiers on the sentence of Ilver Ametov
"Ukraina, işğal etilgen Qırımğa uçuvlar sebebinden 13 rusiye uçağını tevqif etti",Ukraine has arrested 13 Russian planes over flights to the occupied Crimea
Suvdağ vilâyet Meclis başını 8 ayğa azatlıqtan  marum etüvine mahküm ettiler ,The chairman of the Sudak Regional Majlis was sentenced to 8 months in prison
Bugünden başlap Ukrainada sıñır keçüviniñ yañı qaideleri olacaq,"As of today, new border crossing rules will apply in Ukraine"
"OSCE’de AQŞ missiyasi, RF’nı qırımtatarlarnıñ taqip etüvlerini toqtatmağa kene de çağırğan",The US mission to the OSCE has again called on Russia to stop persecuting Crimean Tatars
Kiyevde ukrain siyasiy mabusı Valentin Vigovskiyge qol tutuv tedbiri olıp keçti,
"İşğalcılar, Qırımnıñ “blokadasından zararınıñ tazmin etüvi” içün Ukrainağa qarşı 5 davanı açmağa planlaştıralar","The occupiers are going to file 5 lawsuits against Ukraine to ""compensate for the damage from the blockade"" of Crimea"
"İşğalcılar, YÜNESKO cedvelinde Tavriya Hersonesini ""özüne yazmağa"" planlaştıralar - MMSN ","The occupiers are trying to ""rewrite"" Chersonesos Tavria in the list of UNESCO - ICIP"
"Saqta işğalcılar, kene de er şeyni betonlap büyük sport kompleksiniñ qurucılığını başladılar","In Saki, the occupiers began construction of a large sports complex, rolling everything back into concrete"
"Qırım yırcısı Yuliya Kaçula,  “Qırım balaları"" leyhasınıñ inkişafına ukrain akimiyetiniñ lâqaytlığı sebebinden onı qapata","Crimean singer Yulia Kachula closes the project ""Children of Crimea"" due to the indifference of the Ukrainian authorities to the development of this project"
"Ukraina, para yetmegeni sebebinden Qırım platformasını er yıl keçirip olamaz - Ceppar",Ukraine will not be able to hold the Crimean platform annually due to lack of funds - Dzheppar
İşğal etilgen Qırımnen memuriy sıñırında arman aynıñ 5-den başlap yañı karantin qaideler amelge keçirilecekler,New quarantine rules will take effect on the administrative border with the occupied Crimea on August 5
"AQŞ naqliyat naziri Bütticec, Qırım platformasınıñ sammitinde Baydenniñ vekili olaraq olacaq ",US Secretary of Transportation Buttigej will be Biden's representative at the Crimean Platform summit - Dzheppar
Qırım platformasında iştirağını dünyanıñ 29 ülkesi tasdıq etti - Zelenskiy,Participation in the Crimean platform was confirmed by 29 countries of the world - Zelensky
RF SQ’de hızmeti içün qırım asker namzetlerniñ naqil etüvinde şübelengenine işğal etilgen Qırımnı ziyaret etmege yasaq ettiler,
Ukraina ekologiya Nazirligi rus işğalcilernen tarqlanğan Şimaliy-Qırım kanalı aqqında efsanelerini yayınladılar,"The Ministry of Ecology named the myths about the North Crimean canal and water in the occupied Crimea, which are spread by propagandists in Russia"
Britan taşıyci kompaniyası CAME-RO furgonlarnıñ brenleştirmesine Ukrainanıñ Qırımsız haritasını yerleştire ,British carrier CAME-RO uses a map of Ukraine without Crimea in branding its vans
İşğal etilgen Qırımda yüksek yanğın telükesi arman aynıñ 4 qalacaq,"In the occupied Crimea, the high fire danger will remain until August 4"
Almaniyadaki kantsler vazifesine namzeti Ukraina sebebinden Rusiyeni yañı sanktsiyalarnen qorquza ,The German chancellor's candidate has threatened Russia with new sanctions through Ukraine
Qırımdaki askerlerinin RF silâlı quvetlerine hızmet etmesi içün taşuvına şübeli Zaharçenkonı ev apisinde bulunmağa yolladılar,"Zakharchenko, suspected of transporting Crimean conscripts for service in the Russian Armed Forces, was placed under house arrest"
Dnepropetrovsk vilâyetinde bir restoran haritada Qırımnı Rusiye territoriyası olaraq tasvir etti ,In one of the restaurants of the Dnipropetrovsk region on the map of Crimea was taken to the territory of Russia
"İşğal apellâtsiya makemesi, COVID-19  tez tarqaluvına baqmayıp, beş qırımtatar siyasiy mabuslerini sentâbr ayğace tevqıfhane qaldırmağa qarar çıqardı","Court of Appeal releases five Crimean political prisoners in jail until September, despite COVID-19 outbreak"
"İşğalciler Azaq deñız suvnıñ qıymetini talil etecekler, qoşma quyularını qazacaqlar ","The occupiers are analyzing the quality of water from the Sea of ​​Azov, additional wells will be drilled"
İşğal prokuraturası Çubarovnı umumiy rejim koloniyada 9 yıllıq apis cezasına maküm etmege istey ,The occupation prosecutor's office demanded that Chubarov be sentenced to 9 years in a maximum security penal colony
Herson vilâyetinde Qırım sakinlerine CoronaVac vaktsinanen aşıluv yapalar ,"In the Kherson region, Crimean people are vaccinated with the CoronaVac vaccine"
QMC Prokuraturası işğal etilgen Qırımda celp etüv kampaniyalarına iştiraq etken ukrain adamına şübe bildirtti,The ARC Prosecutor's Office reported the suspicion of a Ukrainian who assisted the occupiers in conducting 4 conscription campaigns in the occupied Crimea
İşğal etilgen Qırımda Ahtem Seytablayev qırımtatar rejisernıñ anası öldı,Crimean Tatar director Akhtem Seitablaev's mother dies in occupied Crimea
Qırım sakinler astında yapılğan azaplar sebebinden iç bir FTH hadimini daa mesülietke çekmedi,No member of the occupying FSS was held responsible for the torture of Crimeans
Öleg Prihodko siyasiy mabusnıñ qızı babasnıñ bulunğan yerini bildi.  Siyasiy mabusnıñ bulunğan yeri ilk yaz ayından bilinmez edi,"The daughter of political prisoner Oleg Prykhodko found the whereabouts of her father, which has not been known since June"
İşğal etigen Qırımda mektep müzeylernıñ yarımı askerleşüv teşviqatını keçireler,"In the occupied Crimea, almost half of school museums promote militarization"
Qırımdaki ukrainler şurasında işğal etilgen yarımadada yaşağan ukrain cemiyetine qarşı rus siyasetnıñ esas unsurlarını tasvir ettiler,The National Council of Ukrainians of Crimea named the main elements of Russia's policy towards the Ukrainian community on the occupied peninsula
